ID,question,short_answers
15070,Answer the question concisely with only the answer: where does the new madrid fault line start and end? Answer:,"From Cairo, Illinois ; through Haiti, Cartersville and New Madrid in Missouri ; through Blytheville into Marked Tree in Arkansas"
78164,Answer the question concisely with only the answer: is the ford escape an suv or crossover? Answer:,crossover
17150,Answer the question concisely with only the answer: when do you consider a baby a toddler? Answer:,A child 12 to 36 months old
35829,Answer the question concisely with only the answer: who wrote the song the girl is mine? Answer:,Michael Jackson
10442,Answer the question concisely with only the answer: who plays dicky in ricky nicky dicky and dawn? Answer:,Mace Colonel
30009,Answer the question concisely with only the answer: who built the first car in the united states? Answer:,Dryer Motor Wagon Company
45782,Answer the question concisely with only the answer: the major source of profits for promoters of interurban electric railroads was? Answer:,"Issuing stock, Selling bonds"
67895,Answer the question concisely with only the answer: pétanque popular in the south of france is also called? Answer:,boules
23942,Answer the question concisely with only the answer: who did jim parsons play in judging amy? Answer:,Rob Holbrook
52551,Answer the question concisely with only the answer: what does code 11 mean in an airport? Answer:,Late check - in
55599,Answer the question concisely with only the answer: what is the official name of switzerland answers? Answer:,The Swiss Confederation
85601,Answer the question concisely with only the answer: who sings pistol grip pump on my lap at all times? Answer:,Volume 10
70619,Answer the question concisely with only the answer: when did women's wrestling become an olympic sport? Answer:,2004
5289,Answer the question concisely with only the answer: who wrote and sang don't worry be happy? Answer:,Bobby McFerrin
43799,Answer the question concisely with only the answer: goldilocks ate this dish in the house of three bears? Answer:,oatmeal
11280,Answer the question concisely with only the answer: what is the value of arsenal football club? Answer:,£ Billion
45976,Answer the question concisely with only the answer: complex regional pain syndrome/reflex sympathetic dystrophy (crps)? Answer:,"Complex regional pain syndrome (CRPS), Also known as reflex sympathetic dystrophy (RSD), Is a long term pain syndrome that often worsens with time. It is characterized by severe pain out of proportion to the original injury and is often accompanied by sensitivity, swelling, And changes in the skin"
8461,Answer the question concisely with only the answer: how many miles is it from earth to the star sirius in scientific notation? Answer:,. Parsecs (. Ly)
31669,Answer the question concisely with only the answer: who does dan from gossip girl end up with? Answer:,Serena
568,Answer the question concisely with only the answer: where does the show southern charm take place? Answer:,"Charleston, South Carolina"
59550,Answer the question concisely with only the answer: japanese city that was the site of the first atomic bomb drop? Answer:,Hiroshima
44900,Answer the question concisely with only the answer: what are the main political parties in ireland? Answer:,"Fianna Fáil, Fine Gael, Labour Party, Sinn Féin"
64370,Answer the question concisely with only the answer: where is the goalie allowed to pick up the ball? Answer:,Within their own penalty area
78954,Answer the question concisely with only the answer: when was the last juvenile executed in the us? Answer:,"April 10, 1959"
77422,Answer the question concisely with only the answer: why did the british burn the capitol building? Answer:,Retaliation for the recent American destruction of Port Dover in Upper Canada
18103,Answer the question concisely with only the answer: who sings the 4 song on sesame street? Answer:,Fast
18287,Answer the question concisely with only the answer: when did the cask of amontillado take place? Answer:,In an unnamed Italian city
32812,Answer the question concisely with only the answer: where does the last name todd come from? Answer:,`` fox '' (from Old English Todd)
79486,Answer the question concisely with only the answer: what ballad was featured in the last episode of the sopranos? Answer:,Don't Stop Believing
57954,Answer the question concisely with only the answer: who played elizabeth bennet in pride and prejudice? Answer:,Keira Knightley
34664,Answer the question concisely with only the answer: when does starbucks pumpkin spice latte come out? Answer:,The first of September
78813,Answer the question concisely with only the answer: what movie is the song chaiyya chaiyya from? Answer:,DIL Se ...
