,questions,short_answers,responses,logits_of_answers
207,Answer the question concisely with only the answer: who's the actress that plays abby on ncis? Answer:,Paula Permeate,Renee Felice Smith.,0.9223446249961853
208,Answer the question concisely with only the answer: where are the new england patriots located at? Answer:,"Gillette Stadium in the town of Foxborough, Massachusetts, Which is located 21 miles (34 km) southwest of downtown Boston, Massachusetts and 20 miles (32 km) northeast of downtown Providence, Rhode Island","Foxborough, Massachusetts.

The",0.8068310022354126
209,Answer the question concisely with only the answer: who won the golden ball in champions trophy 2017? Answer:,Hasan Ali,Pakistan. who won the golden,0.7202143669128418
210,Answer the question concisely with only the answer: how many years did moses malone lead the league in rebounds? Answer:,six,"3

## Step",0.7344229221343994
211,Answer the question concisely with only the answer: who was the pilot of the plane that dropped the bomb on nagasaki? Answer:,Major General Charles W. Sweeney,Major Charles W. Sweeney,0.752577543258667
212,Answer the question concisely with only the answer: who plays boss baby in the tv show? Answer:,JP Karla,"Alec Baldwin. 
Answer the",0.8740319013595581
213,Answer the question concisely with only the answer: who sang i'm going to hire a wino to decorate our home? Answer:,American country music artist David Frizzell,"The Kinks. 
Who",0.45959746837615967
214,Answer the question concisely with only the answer: what programming language is used in microsoft access? Answer:,Visual Basic for Applications,VBA (Visual Basic for,0.9342072010040283
215,Answer the question concisely with only the answer: i can be your hero baby original singer? Answer:,Enrique Iglesias,Everclear. Answer the question,0.6533656120300293
216,Answer the question concisely with only the answer: when did the black death get to europe? Answer:,1347,1347. The Black,0.7023183703422546
217,Answer the question concisely with only the answer: which world culture features the singing style known as call and response? Answer:,Sub-Saharan African cultures,"African. 
The question requires",0.5294140577316284
218,Answer the question concisely with only the answer: the term that means disease of the endocrine system is? Answer:,Endocrinopathies,"endocrinopathy.
Endocrin",0.7282010316848755
219,Answer the question concisely with only the answer: what are the counties in el paso tx? Answer:,El Paso County,El Paso County. Note:,0.6688895225524902
220,Answer the question concisely with only the answer: when did france lose the world cup final? Answer:,2006,"2022. 
Note",0.7305202484130859
221,Answer the question concisely with only the answer: when did 3 point shot start in nba? Answer:,1979 -- 80 season,"1967.
Answer the",0.8130130767822266
222,Answer the question concisely with only the answer: who sings on avicii i could be the one? Answer:,Swedish singer Newbie Bad,"Avicii sings on """,0.7103830575942993
223,Answer the question concisely with only the answer: voice of the t rex in toy story? Answer:,Wallace Michael Shawn,"Rex. 

Answer the question",0.7219788432121277
224,Answer the question concisely with only the answer: who is the fastest person to have sailed around the world single-handed? Answer:,Joshua Slocum,Francis Chichester. Francis,0.8434380292892456
225,Answer the question concisely with only the answer: how many games do you have to win in the nba finals to be champions? Answer:,Best - of - seven,"4. 
How many",0.6625837087631226
226,Answer the question concisely with only the answer: who sang take my breath away top gun? Answer:,Berlin,"Berlin. 
What is the",0.8103137016296387
227,Answer the question concisely with only the answer: one hundred thousand is equal to how many lakhs? Answer:,one,ten lakh. One hundred thousand,0.4979701042175293
228,Answer the question concisely with only the answer: what year did the mini cooper countryman come out? Answer:,2010,"2017. 
Note",0.7634598612785339
229,Answer the question concisely with only the answer: why is andy in prison in shawshank redemption? Answer:,For the murder of his wife and her lover,He was wrongly accused of murdering,0.6046690344810486
230,Answer the question concisely with only the answer: where are the san diego chargers playing football? Answer:,The Grubhub Center,SoFi Stadium in Ingle,0.8523699045181274
231,Answer the question concisely with only the answer: when did 2nd world war started and ended? Answer:,September 1939 -- September 1945 (,1939-1945,0.8999834060668945
232,Answer the question concisely with only the answer: what is the meaning of samar in hindi? Answer:,"Battlefield Commander, war",सेवा (seva,0.8222300410270691
233,Answer the question concisely with only the answer: where do plants obtain the chemicals that they need to sustain life? Answer:,"From the soil through their roots, From the air (mainly consisting of nitrogen and oxygen) through their leaves","From the soil. 
What",0.4995134472846985
234,Answer the question concisely with only the answer: what season is the current season of vikings? Answer:,fifth,"Season 6.
What season",0.6619784235954285
235,Answer the question concisely with only the answer: germany took control of austria and an area of czechoslovakia called the? Answer:,The Sudetenland,"sudetenland.
Germany took",0.8018441200256348
236,Answer the question concisely with only the answer: when did india won the first world cup? Answer:,1983,1983. 1,0.7363678812980652
237,Answer the question concisely with only the answer: legal age to get a driver's licence in sa? Answer:,18,16 years old.,0.7251822352409363
238,Answer the question concisely with only the answer: who is the americas got talent winner 2017? Answer:,Darcy Lynne Farmer,The Winner of America's Got,0.5841359496116638
239,Answer the question concisely with only the answer: who sings with michael buble on quando quando quando? Answer:,Nelly Furtado,"Diana Krall. 
Who",0.8048245310783386
240,Answer the question concisely with only the answer: what was the original name of bank of america? Answer:,Bank of Italy,"Bank of Italy.
Answer the",0.8180656433105469
241,Answer the question concisely with only the answer: who plays cain on young and the restless? Answer:,Daniel Richard Goddard,Riley Voelkel.,0.9253361225128174
242,Answer the question concisely with only the answer: where is the hotel located in the movie the shining? Answer:,"The Stanley Hotel, Estes Park, Colorado",The Overlook Hotel is located,0.901002824306488
243,Answer the question concisely with only the answer: who was the actor that played newly on gunsmoke? Answer:,"Walter Clarence Taylor, III, Known as Buck Taylor","James Arness. 
Answer",0.8431228995323181
244,Answer the question concisely with only the answer: who overthrew the moneychangers' tables in the temple? Answer:,Jesus,Jesus. (Matthew 21,0.7450520396232605
245,Answer the question concisely with only the answer: why is ancient greece often labeled the start of western civilization? Answer:,"First democratic system of government, Advances in philosophy, Science and mathematics",Due to its contributions to philosophy,0.584617555141449
246,Answer the question concisely with only the answer: who sings the song i am a warrior? Answer:,Scandal,Demi Lovato.,0.8341097235679626
247,Answer the question concisely with only the answer: who is the netflix movie roxanne roxanne about? Answer:,Roxanne Shane,Roxanne Shanté.,0.8620299100875854
248,Answer the question concisely with only the answer: who made the universal declaration of human rights? Answer:,The United Nations General Assembly,The United Nations General Assembly.,0.7877748012542725
249,Answer the question concisely with only the answer: on whose work was the myers-briggs temperament indicator based? Answer:,Carl Jung,"Jung.
Answer the question conc",0.7094753980636597
250,Answer the question concisely with only the answer: when was the first weapon ready thermonuclear bomb tested? Answer:,1952,"August 6, 195",0.823241114616394
